pronz.MultiRefRepeatExercise$,042-multirefrepeat,nl0046_lms,سحر حدّاد,saHar Had-daad,Sahar Had-daad
pronz.MultiRefRepeatExercise$,043-multirefrepeat,nl0047_lms,فايز عبدالله,faayiz 'abdal-lah,Fayez Abdullah
pronz.MultiRefRepeatExercise$,044-multirefrepeat,nl0048_ams,الأكل هاد تازة؟,l-akil haad taaza?,Is the food fresh?
pronz.MultiRefRepeatExercise$,045-multirefrepeat,nl0049_lms,هالأكل منزوع۔,hal-akil manzoo',This food is spoiled.
pronz.MultiRefRepeatExercise$,046-multirefrepeat,nl0050_ams,هاي لحمة غنم ولاّ لحمة بأر؟,haay laHmit ghanam wil-la laHmit ba-ar?,Is this lamb or beef?
pronz.MultiRefRepeatExercise$,047-multirefrepeat,nl0051_lms,هاي لحمة غنم۔,haay laHmit ghanam,This is lamb meat.
pronz.MultiRefRepeatExercise$,048-multirefrepeat,nl0052_ams,شو نوع هالفاكهة؟,shoo no' hal-faakhaa?,What kind of fruit is this?
pronz.MultiRefRepeatExercise$,049-multirefrepeat,nl0053_lms,هادا مشمش۔,haadaa mushmush,This is apricot.
pronz.MultiRefRepeatExercise$,050-multirefrepeat,nl0054_lms,بدّك كمان؟,bid-dak kamaan?,Would you like some more?
pronz.MultiRefRepeatExercise$,051-multirefrepeat,nl0055_ams,لأ، شكراً، شبعت۔,la- shukran shbi'it,No, thank you, I am full.
pronz.MultiRefRepeatExercise$,052-multirefrepeat,nl0056_ams,شكراً، الأكل كان كتير طيب۔,shukran il-akil kaan kteer Tayib,Thank you, the food was very good.
pronz.MultiRefRepeatExercise$,053-multirefrepeat,nl0057_lms,اشراب شاي۔,shraab shaay,Have some tea.
pronz.MultiRefRepeatExercise$,054-multirefrepeat,nl0058_ams,هالمَي صالحة  للشرب؟,halmaay SaalHa lash-shirib?,Is this water safe to drink?
pronz.MultiRefRepeatExercise$,055-multirefrepeat,nl0059_lms,لازم تغلي المَي۔,laazim tighlee lmaay,You need to boil the water.
pronz.MultiRefRepeatExercise$,056-multirefrepeat,nl0060_ams,بدنا مَي صالحة للشرب۔,bidna maay SaalHa lash-shirib,We need potable water.
pronz.MultiRefRepeatExercise$,057-multirefrepeat,nl0061_ams,وين بئدر غسّل ايديّي؟,weyn bi-der ghas-sil eedeeyi?,Where can I wash my hands?
pronz.MultiRefRepeatExercise$,058-multirefrepeat,nl0062_ams,وين الحمّام؟,weyn il Ham-maam?,Where is the latrine?
pronz.MultiRefRepeatExercise$,059-multirefrepeat,nl0066_ams,أنا ما بحكي سوري۔,ana maa biHkee sooree,I don't speak Syrian.
pronz.MultiRefRepeatExercise$,060-multirefrepeat,nl0067_ams,شو بتحكي؟,shoo btiHkee?,What language do you speak?
pronz.MultiRefRepeatExercise$,061-multirefrepeat,nl0068_lms,أنا بحكي عربي۔,ana biHkee 'arabee,I speak Arabic.
pronz.MultiRefRepeatExercise$,062-multirefrepeat,nl0069_lms,أنا بحكي فرنسي۔,ana biHkee faransee,I speak French.
pronz.MultiRefRepeatExercise$,063-multirefrepeat,nl0070_ams,عم تفهَم؟,'am tifhaam?,Do you understand?
pronz.MultiRefRepeatExercise$,064-multirefrepeat,nl0071_lms,أنا ما عم بفهم۔,ana maa 'am bifham,I don't understand.
pronz.MultiRefRepeatExercise$,065-multirefrepeat,nl0072_ams,احكي على مهلك إزا بتريد۔,Hkee 'ala mahlak iza bitreed,Please speak slowly.
pronz.MultiRefRepeatExercise$,066-multirefrepeat,nl0073_ams,عيد لو سمحت۔,'eed law samaHt,Please repeat.
pronz.MultiRefRepeatExercise$,067-multirefrepeat,nl0074_lms,أنا بدّي مترجم۔,ana bid-dee mtarjem,I need an interpreter.
pronz.MultiRefRepeatExercise$,068-multirefrepeat,nl0075_ams,المترجم جايي۔,limtajim jaaye,The interpreter is coming.
pronz.MultiRefRepeatExercise$,069-multirefrepeat,nl0076_ams,وين المترجم؟,weyn limtarjem?,Where is the interpreter?
pronz.MultiRefRepeatExercise$,070-multirefrepeat,nl0077_lms,ما بعرِف۔,maa ba'ref,I don't know.
pronz.MultiRefRepeatExercise$,071-multirefrepeat,nl0078_ams,تباع أوامرنا!,tbaa' awaamirna!,Follow our orders!
pronz.MultiRefRepeatExercise$,072-multirefrepeat,nl0079_ams,وئّف!,wa-ef!,Stop!
pronz.MultiRefRepeatExercise$,073-multirefrepeat,nl0080_ams,وئّف وإلاّ بأوصَك!,wa-ef wa-il-la b-awsak!,Stop or I'll shoot!
pronz.MultiRefRepeatExercise$,074-multirefrepeat,nl0081_ams,لا تأوّص!,laa t-awes!,Don't shoot!
pronz.MultiRefRepeatExercise$,075-multirefrepeat,nl0082_ams,نزّل سلاحك!,naz-zel slaaHak!,Put your weapon down!
pronz.MultiRefRepeatExercise$,076-multirefrepeat,nl0083_ams,رمي سلاحك!,rmee slaaHak!,Drop your weapon!
pronz.MultiRefRepeatExercise$,077-multirefrepeat,nl0084_ams,رفاع إيديك!,rfaa' eedeyk!,Hands up!
pronz.MultiRefRepeatExercise$,078-multirefrepeat,nl0085_ams,استسلم!,staslem!,Surrender!
pronz.MultiRefRepeatExercise$,079-multirefrepeat,nl0086_ams,تعا لهون!,ta'aa lahon!,Come here!
pronz.MultiRefRepeatExercise$,080-multirefrepeat,nl0087_ams,روح!,rooH!,Go!
pronz.MultiRefRepeatExercise$,081-multirefrepeat,nl0088_ams,تحرّك عاليمين!,tHar-rak 'alyameen!,Move to the right!
pronz.MultiRefRepeatExercise$,082-multirefrepeat,nl0089_ams,تحرّك عاليسار!,tHar-rak 'alyasaar!,Move to the left!
pronz.MultiRefRepeatExercise$,083-multirefrepeat,nl0090_ams,انبطح!,inbuTeH!,Lie down!
pronz.MultiRefRepeatExercise$,084-multirefrepeat,nl0091_ams,أووم!,oom!,Get up!
pronz.MultiRefRepeatExercise$,085-multirefrepeat,nl0092_ams,لا تتحرّك!,laa titHar-rak!,Don't move!
pronz.MultiRefRepeatExercise$,086-multirefrepeat,nl0093_ams,وين؟,weyn?,Where?
pronz.MultiRefRepeatExercise$,087-multirefrepeat,nl0094_lms,هُنيك۔,huneek,There.
pronz.MultiRefRepeatExercise$,088-multirefrepeat,nl0095_ams,إيمتا؟,eymtaa?,When?
pronz.MultiRefRepeatExercise$,089-multirefrepeat,nl0096_lms,اليوم المسا۔,lyom lmasaa,Tonight.
pronz.MultiRefRepeatExercise$,090-multirefrepeat,nl0097_ams,مين؟,meen?,Who?
pronz.MultiRefRepeatExercise$,091-multirefrepeat,nl0098_ams,مين المسؤول؟,meen lmas-ool?,Who is in charge?
pronz.MultiRefRepeatExercise$,092-multirefrepeat,nl0099_lms,هوّة المسؤول۔,hoowey lmas-ool,He is in charge.
pronz.MultiRefRepeatExercise$,093-multirefrepeat,nl0100_lms,مين انتِ؟,meen intey?,Who are you?
pronz.MultiRefRepeatExercise$,094-multirefrepeat,nl0101_ams,نحنا قوات التحالف۔,niHnaa quwaat it-taHaaluf,We are coalition forces.
pronz.MultiRefRepeatExercise$,095-multirefrepeat,nl0102_ams,شو؟,shoo?,What?
pronz.MultiRefRepeatExercise$,096-multirefrepeat,nl0103_ams,شو هاد؟,shoo haad?,What is this?
pronz.MultiRefRepeatExercise$,097-multirefrepeat,nl0104_lms,هاي قنبلة يدوية۔,haay qunbley yadaweeyey,This is a grenade.
pronz.MultiRefRepeatExercise$,098-multirefrepeat,nl0105_ams,ليش؟,leysh?,Why?
pronz.MultiRefRepeatExercise$,099-multirefrepeat,nl0106_ams,بدّك___؟,bid-dak__?,Do you need ___?
pronz.MultiRefRepeatExercise$,100-multirefrepeat,nl0107_ams,ممكن حدا يساعدنا؟,mumken Hada yisaa'idna?,Can someone assist us?
pronz.MultiRefRepeatExercise$,101-multirefrepeat,nl0108_ams,وين المطار؟,weyn ilmaTaar?,Where is the airfield?
pronz.MultiRefRepeatExercise$,102-multirefrepeat,nl0109_ams,وين مخيّم العدو؟,weyn muKhay-yam il'adoo?,Where is the enemy camp?
pronz.MultiRefRepeatExercise$,103-multirefrepeat,nl0110_ams,في عندك زخيرة؟,fee 'indak zaKheera?,Do you have any ammunition?
pronz.MultiRefRepeatExercise$,104-multirefrepeat,nl0111_lms,المخزن تبعي فاضي۔,il-maKhzan taba'ee faaDee,My magazine is empty.
pronz.MultiRefRepeatExercise$,105-multirefrepeat,nl0112_lms,وين السَكَنات؟,weyn is-sakanaat?,Where are the barracks?
pronz.MultiRefRepeatExercise$,106-multirefrepeat,nl0113_ams,أريب من القاعدة۔,areeb min ilqaa'idey,Near the base.
pronz.MultiRefRepeatExercise$,107-multirefrepeat,nl0114_ams,مين القائد تبعك؟,meen ilqaa-ed taba'ak?,Who is your leader?
pronz.MultiRefRepeatExercise$,108-multirefrepeat,nl0115_lms,هوّة القائد تبعنا۔,hoowey ilqaa-ed taba'naa,He is our commander.
pronz.MultiRefRepeatExercise$,109-multirefrepeat,nl0116_ams,شو رتبتك؟,shoo ritibtak?,What's your rank?
pronz.MultiRefRepeatExercise$,110-multirefrepeat,nl0117_ams,انتِ جندي؟,intey jindee?,Are you a soldier?
pronz.MultiRefRepeatExercise$,111-multirefrepeat,nl0118_lms,أنا ضابط۔,ana DaabeT,I'm an officer.
pronz.MultiRefRepeatExercise$,112-multirefrepeat,nl0119_ams,انتبه من المتفجرات.,intibeh mnil mutafajiraat,Watch out for explosives.
pronz.MultiRefRepeatExercise$,113-multirefrepeat,nl0120_ams,انتبه من القنّاصين۔,intibeh mnil qan-naaSeen,Beware of snipers.
pronz.MultiRefRepeatExercise$,114-multirefrepeat,nl0121_ams,انصُب الخيمة تبعك هون۔,nSob ilKheymey taba'ak hon,Put your tent up here.
pronz.MultiRefRepeatExercise$,115-multirefrepeat,nl0122_ams,خلّيك مع وحدتك۔,Khal-leek ma' wiHidtak,Stay with your unit.
pronz.MultiRefRepeatExercise$,116-multirefrepeat,nl0124_ams,ما عندي ليرات۔,maa 'indee leyraat,I don't have any liras.
pronz.MultiRefRepeatExercise$,117-multirefrepeat,nl0125_ams,أدّيش؟,ad-deysh?,How much?
pronz.MultiRefRepeatExercise$,118-multirefrepeat,nl0126_lms,بخمس (٥) ليرات۔,bKhams leyraat,It's five (5) liras.
pronz.MultiRefRepeatExercise$,119-multirefrepeat,nl0127_ams,في عندك كمان؟,fee 'indak kamaan?,Do you have more?
pronz.MultiRefRepeatExercise$,120-multirefrepeat,nl0128_lms,هادا كل اللي عندي۔,haada kil il-lee 'indee,This is all I have.
pronz.MultiRefRepeatExercise$,121-multirefrepeat,nl0129_ams,فيني المسا؟,feenee ilmisaa?,May I touch this?
pronz.MultiRefRepeatExercise$,122-multirefrepeat,nl0130_lms,لاتلمِس۔,laa tlmes,Do not touch.
pronz.MultiRefRepeatExercise$,123-multirefrepeat,nl0131_ams,عندك فراطة؟,'indak fraaTa?,Do you have change?
pronz.MultiRefRepeatExercise$,124-multirefrepeat,nl0132_lms,بدّي المبلغ المزبوط۔,bid-dee lmablagh lmazbooT,I need exact change.
pronz.MultiRefRepeatExercise$,125-multirefrepeat,nl0133_ams,هاي صفقة منيحة۔,haay Safqa mneeHa,That's a good deal.
pronz.MultiRefRepeatExercise$,126-multirefrepeat,nl0134_ams,راح آخد هَديك إزا بتريد۔,raaH aakhod hadeek iza bitreed,I'll take that, please.
pronz.MultiRefRepeatExercise$,127-multirefrepeat,nl0135_ams,هالمبلغ مزبوط؟,halmablagh mazbooT?,Is this the correct amount?
pronz.MultiRefRepeatExercise$,128-multirefrepeat,nl0136_lms,هالمصاري ما بتكفّي۔,halmaSaaree ma bitkaf-fee,That's not enough.
pronz.MultiRefRepeatExercise$,129-multirefrepeat,nl0137_ams,هادا كتير غالي۔,haada kteer ghaalee,That's too expensive.
pronz.MultiRefRepeatExercise$,130-multirefrepeat,nl0138_lms,اليوم۔,ilyom,Today.
pronz.MultiRefRepeatExercise$,131-multirefrepeat,nl0139_lms,بُكرا۔,bukra,Tomorrow.
pronz.MultiRefRepeatExercise$,132-multirefrepeat,nl0140_lms,مبارحة۔,mbaarHa,Yesterday.
pronz.MultiRefRepeatExercise$,133-multirefrepeat,nl0141_ams,أدّيش الساعة؟,ad-deysh is-saa'a?,What time is it?
pronz.MultiRefRepeatExercise$,134-multirefrepeat,nl0142_lms,الساعة وحدة (١)۔,is-saa'a wiHdey,It's one (1) o'clock.
pronz.MultiRefRepeatExercise$,135-multirefrepeat,nl0143_lms,الساعة تلاتة ونص (٣:٣٠)۔,is-saa'a tlaatey oo-nuS,It's half past three (3:30).
pronz.MultiRefRepeatExercise$,136-multirefrepeat,nl0144_ams,هلأ أنا مشغول۔,hal-la- ana mashghool,I'm busy right now.
pronz.MultiRefRepeatExercise$,137-multirefrepeat,nl0145_lms,بشوفك عن أريب۔,bshoofak 'an areeb,See you soon.
pronz.MultiRefRepeatExercise$,138-multirefrepeat,nl0146_ams,خلّينا نتآبل بعدين۔,Khal-leena nit-aabal ba'deyn,Let's meet later.
pronz.MultiRefRepeatExercise$,139-multirefrepeat,nl0147_lms,بشوفك بعد ساعة۔,bshoofak ba'id saa'a,I'll see you in an hour.
pronz.MultiRefRepeatExercise$,140-multirefrepeat,nl0148_ams,أدّيش صارلك بالجيش؟,ad-deysh Saarlak bij-jeysh?,How long have you been in the military?
pronz.MultiRefRepeatExercise$,141-multirefrepeat,nl0149_lms,من سنة ألف وتسعمية وسبعة وتسعين (١٩٩٧)۔,min sint alf ootisi'meeyey oosab'a ootis'een,Since 1997.
pronz.MultiRefRepeatExercise$,142-multirefrepeat,nl0150_lms,إيمتا الإجتماع؟,eymta il-ijteemaa'?,When is the briefing?
pronz.MultiRefRepeatExercise$,143-multirefrepeat,nl0151_lms,أدّيش طَوّل الإجتماع؟,ad-deysh Taw-wal il-ijteemaa'?,How long was the meeting?
pronz.MultiRefRepeatExercise$,144-multirefrepeat,nl0152_ams,ساعتين۔,saa'teyn,Two hours.
pronz.MultiRefRepeatExercise$,145-multirefrepeat,nl0153_ams,لازم نعمل مواقع  للمخازن مشان الإمدادات بالمنطقة۔,laazem na'mel mawaaqi' lalmaKhaazin meshaan il-imdaadaat bilmanTiqa,We have to set up storage locations for supply materials in the area.
pronz.MultiRefRepeatExercise$,146-multirefrepeat,nl0154_ams,في سكك حديد بهالمنطقة؟,fee sikak Hadeed bihalmanTiqa?,Are there any railroad tracks in this area?
pronz.MultiRefRepeatExercise$,147-multirefrepeat,nl0155_lms,أئرب سكة حديد بتمر جوّه البلد۔,a-rab siket Hadeed bitmur joowa lblaad,The nearest railroad tracks run through the city.
pronz.MultiRefRepeatExercise$,148-multirefrepeat,nl0156_ams,في عندكُن وسائل مواصلات بهالمنطقة؟,fee 'indkun wasaa-el muwaaSalaat bihalmanTiqa?,Do you have transportation facilities in this area?
pronz.MultiRefRepeatExercise$,149-multirefrepeat,nl0157_lms,في عنّا باصات وتكاسي ومكروباصات وترينات۔,fee 'an-naa baaSaat ootakaasee oomikrobaaSaat ootreynaat,We have access to buses, taxis, auto rickshaws, and trains.
pronz.MultiRefRepeatExercise$,150-multirefrepeat,nl0158_ams,ممكن استعمال هالطرءات بالشتة؟,mumkin isti'maal haT-Tur-aat bish-shitey?,Can you use these roads during the winter?
pronz.MultiRefRepeatExercise$,151-multirefrepeat,nl0159_lms,بالشتة الطرءات بتكون مجمّدة وخطرة۔,bish-shitey iT-Tur-aat bitkoon mjam-madey ooKhTra,In the winter the roads can be icy and dangerous.
pronz.MultiRefRepeatExercise$,152-multirefrepeat,nl0160_ams,في شركات للشاحنات أريبة من هون؟,fee shirkaat lash-shaaHinaat areebey min hon?,Are there trucking companies nearby?
pronz.MultiRefRepeatExercise$,153-multirefrepeat,nl0161_lms,في شركة شاحنات وحدة بمدينتا۔,fee shirkit shaaHeenaat wiHdey bmadeenitnaa,There is one trucking company in our town.
pronz.MultiRefRepeatExercise$,154-multirefrepeat,nl0162_ams,في عندكُن أي آليات لإنشاء الطرءات وتصليحا؟,fee 'indkun aay aaleeyaat la-inshaa-iT-Tur-aat ootaSleeHa?,Do you have any machinery for road-building and repair?
pronz.MultiRefRepeatExercise$,155-multirefrepeat,nl0163_lms,معدّاتنا أديمة۔,mu'id-daatnaa adeemey,Our equipment is out of date.
pronz.MultiRefRepeatExercise$,156-multirefrepeat,nl0164_ams,مين المسؤول عن تصليح الطرءات؟,meen ilmas-ool 'an taSleeH iT-Tur-aat?,Who is in charge of repairing the roads?
pronz.MultiRefRepeatExercise$,157-multirefrepeat,nl0165_lms,البلدية هيّة المسؤولة عن تصليح الطرءات۔,ilbaladeeyey heeyey ilmas-ooley 'an taSleeH iT-Tur-aat,The city is responsible for repairing the roads.
pronz.MultiRefRepeatExercise$,158-multirefrepeat,nl0166_ams,نحنا راح نوفرلكُن مساعدة لإنشاء الطرءات بهالمنطقة۔,niHna raaH nwafirilkun musaa'adey la-inshaa- iT-Tur-aat bihalmanTiqa,We will provide assistance in building roads at this location.
pronz.MultiRefRepeatExercise$,159-multirefrepeat,nl0167_ams,شو حدود الوزن لهالطريء؟,shoo Hdood ilwazin lahaT-Taree-?,What is the weight limit of this road?
pronz.MultiRefRepeatExercise$,160-multirefrepeat,nl0168_ams,في هون مطارات أريبة؟,fee hon maTaaraat areebey?,Are there any airports nearby?
pronz.MultiRefRepeatExercise$,161-multirefrepeat,nl0169_lms,في عنّا مطار واحد رئيسي وتنين زغار بالمنطئة۔,fee 'an-naa maTaar waaHed ra-eesee ootneyn zghaar bil-manTi-a,We have one major airport and two smaller airports in the area.
pronz.MultiRefRepeatExercise$,162-multirefrepeat,nl0170_ams,في ساحات لهبوط الطيارات الزغيرة أريبة من هون؟,fee saaHaat lahubooT iT-Tayaaraat iz-zgheerey areebey min hon?,Are there any landing fields for smaller aircraft nearby?
pronz.MultiRefRepeatExercise$,163-multirefrepeat,nl0171_lms,في ساحة للهبوط بشمال المطار۔,fee saaHa lalhubooT bishmaal ilmaTaar,There is a landing field just north of the airport.
pronz.MultiRefRepeatExercise$,164-multirefrepeat,nl0172_ams,في عجأة سيارات كتيرة بهالمنطئة؟,fee 'aj-et sayaaraat kteerey bihalmanTi-a?,Is the traffic heavy in this area?
pronz.MultiRefRepeatExercise$,165-multirefrepeat,nl0173_lms,اي، هالمنطئة فيها عجأة سير كتير۔,ey, hal manTi-a feehaa 'aj-et seyr kteer,Yes, this is a high-traffic area.
pronz.MultiRefRepeatExercise$,166-multirefrepeat,nl0174_ams,فيك تحَصّل خريطة طرءات لهالمنطقة؟,feek tHaS-Sel KhareeTit Tur-aat la halmanTiqa?,Can you provide a road map of this area?
pronz.MultiRefRepeatExercise$,167-multirefrepeat,nl0175_lms,اي، في عنّا خريطة محلية بتورجي  الطرءات الرئيسية والفرعية۔,ey, fee 'an-naa KhareeTa maHaleeyey bitwarjee iT-Tur-aat ir-ra-eeseeyey oolfar'eeyey,Yes, we have a local map showing major and minor roads.
pronz.MultiRefRepeatExercise$,168-multirefrepeat,nl0176_ams,في باصات أو ترينات بتسافر لأماكن تانية؟,fee  baaSaat aw treynaat bitsaafer la-amaaken taanyey?,Are there bus lines or trains to travel to other places?
pronz.MultiRefRepeatExercise$,169-multirefrepeat,nl0177_lms,في باصات وترينات بتسافر بكل سوريا۔,fee baaSaat ootreynaat bitsaafir bikil sooreeya,There are buses and trains that travel throughout Syria.
pronz.MultiRefRepeatExercise$,170-multirefrepeat,nl0178_ams,في عندكُن تكاسي؟,fee 'indkun takaasee?,Are there taxis?
pronz.MultiRefRepeatExercise$,171-multirefrepeat,nl0179_lms,التكاسي  موجودة بالمناطئ اللي فيا زحمة كتير۔,it-takaasee mawjoodey bilmanaaTe-  il-lee feeyaa zaHmey kteer,Taxis are available in high-traffic areas.
pronz.MultiRefRepeatExercise$,172-multirefrepeat,nl0180_ams,كم واحد عندو وسيلة مواصلات بهالمنطقة؟,kam waaHed 'indo waseelit muwaaSalaat bihalmanTiqa?,How many people own motor vehicles in this area?
pronz.MultiRefRepeatExercise$,173-multirefrepeat,nl0181_lms,تأريباً تلت السكّان عندُن وسيلة مواصلات۔,ta-reeban tilt is-sukaan 'andun waseelit muwaaSalaat,Approximately one-third of the residents own a motor vehicle.
pronz.MultiRefRepeatExercise$,174-multirefrepeat,nl0182_lms,بالمدن الزغيرة كتير من الناس بيستعملوا الموتورسيكلات۔,bil-mudun il-lizgheerey kteer mnin naas byista'mloo ilmotorseklaat,In smaller towns, many people use motorcycles.
pronz.MultiRefRepeatExercise$,175-multirefrepeat,nl0183_lms,شو لازم ساوي إزا هجموا عالقافلة؟,shoo laazim saawee iza hajamoo 'alqaafiley?,What should I do if the convoy is attacked?
pronz.MultiRefRepeatExercise$,176-multirefrepeat,nl0184_ams,لا توئّف إزا هجموا عالقافلة۔,laa twa-ef iza hajamoo 'alqaafiley,Do not stop if the convoy is attacked.
pronz.MultiRefRepeatExercise$,177-multirefrepeat,nl0185_lms,أدّيش لازم سوء أبل ما وئّف؟,ad-deysh laazem soo- abel maa wa-ef?,How far should I drive before stopping?
pronz.MultiRefRepeatExercise$,178-multirefrepeat,nl0186_ams,سوء أئل شي تلاتة كيلومتر أبل ما توئّف۔,soo- a-al shee tlaatey keelomitir abil maa twa-ef,Drive a minimum of three kilometers before stopping.
pronz.MultiRefRepeatExercise$,179-multirefrepeat,nl0187_lms,شو هيّة المسافة عَ طريئ الأوتوستراد المفتوح؟,shoo heeyey ilmasaafey 'a Taree- il-otostraad ilmaftooH?,What is the following distance on the open highway?
pronz.MultiRefRepeatExercise$,180-multirefrepeat,nl0188_ams,المسافة هيّة ميت(١٠٠) متر عالطريء السريع المفتوح۔,il-masaafey heeyeh meet mitir 'aT-Taree-is-saree' ilmaftooH,Following distance is 100 meters on the open highway.
pronz.MultiRefRepeatExercise$,181-multirefrepeat,nl0189_ams,لما توئّف بالشارع، خلي مسافة كافية بين السيارات مشان تئدر تسوء حولا إزا انطلب منك۔,lam-ma twa-ef bish-shaare', Khal-lee masaafey kaafyey beyn is-sayaaraat mshaan ti-der tsoo- Hola iza nTalab min-nak,When stopped on the road, keep enough space between vehicles to drive around if required.
pronz.MultiRefRepeatExercise$,182-multirefrepeat,nl0190_ams,الأسلحة ممنوعة۔,il-asliHa mamnoo'a,No weapons.
